ID,Name,Type1,Type2,Stat Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Pokedex Entry,Images
140,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,This species is almost entirely extinct. Kabuto molt every three days making their shells harder and harder.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/140.png
141,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/141.png
142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,This is a ferocious Pokemon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png
143,Snorlax,Normal, ,540,160,110,65,65,110,30,1,This gluttonous Pokemon eats constantly apart from when it’s asleep. It devours nearly 900 pounds of food per day.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/143.png
144,Articuno,Ice,Flying,580,90,85,100,95,125,85,1,This legendary bird Pokemon can create blizzards by freezing moisture in the air.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/144.png
145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,This legendary Pokemon is said to live in thunderclouds. It freely controls lightning bolts.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/145.png
146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,It is one of the legendary bird Pokemon. Its appearance is said to indicate the coming of spring.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png
147,Dratini,Dragon, ,300,41,64,45,50,50,50,1,It sheds many layers of skin as it grows larger. During this process it is protected by a rapid waterfall.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/147.png
148,Dragonair,Dragon, ,420,61,84,65,70,70,70,1,They say that if it emits an aura from its whole body the weather will begin to change instantly.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/148.png
149,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,It is said that somewhere in the ocean lies an island where these gather. Only they live there.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/149.png
150,Mewtwo,Psychic, ,680,106,110,90,154,90,130,1,Its DNA is almost the same as Mew’s. However its size and disposition are vastly different.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png
151,Mew,Psychic, ,600,100,100,100,100,100,100,1,When viewed through a microscope this Pokemon’s short fine delicate hair can be seen.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/151.png
152,Chikorita,Grass, ,318,45,49,65,49,65,45,2,It loves to bask in the sunlight. It uses the leaf on its head to seek out warm places.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/152.png
153,Bayleef,Grass, ,405,60,62,80,63,80,60,2,The spicy scent that wafts from around Bayleef’s neck somehow makes those who smell it want to fight.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/153.png
154,Meganium,Grass, ,525,80,82,100,83,100,80,2,Anyone who stands beside it becomes refreshed just as if they were soaking in the soothing atmosphere of a forest.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/154.png
155,Cyndaquil,Fire, ,309,39,52,43,60,50,65,2,It usually stays hunched over. If it is angry or surprised it shoots flames out of its back.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/155.png
156,Quilava,Fire, ,405,58,64,58,80,65,80,2,Before battle it turns its back on its opponent to demonstrate how ferociously its fire blazes.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/156.png
157,Typhlosion,Fire, ,534,78,84,78,109,85,100,2,It has a secret devastating move. It rubs its blazing fur to cause huge explosions.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/157.png
158,Totodile,Water, ,314,50,65,64,44,48,43,2,Its powerful well-developed jaws are capable of crushing anything. Even its Trainer must be careful.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/158.png
159,Croconaw,Water, ,405,65,80,80,59,63,58,2,The tips of its fangs are slanted backward. Once those fangs clamp down the prey has no hope of escape.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/159.png
160,Feraligatr,Water, ,530,85,105,100,79,83,78,2,When it bites with its massive and powerful jaws it shakes its head and savagely tears its victim up.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/160.png
161,Sentret,Normal, ,215,35,46,34,35,45,20,2,This Pokemon is extremely cautious. Its supple tail is well muscled and firm to the touch.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/161.png
162,Furret,Normal, ,415,85,76,64,45,55,90,2,It raises its offspring inside a long narrow nest. Once they’re old enough it takes them outside the nest to prepare them for independence.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/162.png
163,Hoothoot,Normal,Flying,262,60,30,30,36,56,50,2,Hoothoot’s internal clock is precise at all times. It tilts its head in a fixed rhythm.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/163.png
164,Noctowl,Normal,Flying,452,100,50,50,86,96,70,2,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/164.png
165,Ledyba,Bug,Flying,265,40,20,30,40,80,55,2,This Pokemon is very sensitive to cold. In the warmth of Alola it appears quite lively.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/165.png
166,Ledian,Bug,Flying,390,55,35,50,55,110,85,2,It’s said that the patterns on its back are related to the stars in the night sky but the details of that relationship remain unclear.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/166.png
167,Spinarak,Bug,Poison,250,40,60,40,40,40,30,2,Even while there are prey ensnared in its nest of spun thread Spinarak will wait motionlessly until darkness falls.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/167.png
168,Ariados,Bug,Poison,400,70,90,70,60,70,40,2,A single strand of a special thread is endlessly spun out of its rear. The thread leads back to its nest.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/168.png
169,Crobat,Poison,Flying,535,85,90,80,70,80,130,2,Both of its legs have turned into wings. Without a sound Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/169.png
170,Chinchou,Water,Electric,330,75,38,38,56,56,67,2,It lives in ocean depths beyond the reach of sunlight. It flashes lights on its antennae to communicate with others of its kind.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/170.png
171,Lanturn,Water,Electric,460,125,58,58,76,76,67,2,Portions of its dorsal fin mutated becoming the parts that glow brightly to lure prey.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/171.png
172,Pichu,Electric, ,205,20,40,15,35,35,60,2,It is unskilled at storing electric power. Any kind of shock causes it to discharge energy spontaneously.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/172.png
173,Cleffa,Fairy, ,218,50,25,28,45,55,15,2,On late nights illuminated by shooting stars it gazes intently skyward as if thinking of its home.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/173.png
174,Igglybuff,Normal,Fairy,210,90,30,15,40,20,15,2,Its body has a faintly sweet scent and is bouncy and soft. If it bounces even once it cannot stop.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/174.png
175,Togepi,Fairy, ,245,35,20,65,40,65,20,2,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/175.png
176,Togetic,Fairy,Flying,405,55,40,85,80,105,40,2,They say that it will appear before kindhearted caring people and shower them with happiness.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/176.png
177,Natu,Psychic,Flying,320,40,50,45,70,45,70,2,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/177.png
178,Xatu,Psychic,Flying,470,65,75,70,95,70,95,2,They say that it stays still and quiet because it is seeing both the past and future at the same time.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/178.png
179,Mareep,Electric, ,280,55,40,40,65,45,35,2,If static electricity builds in its body its fleece doubles in volume. Touching it will shock you.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/179.png
180,Flaaffy,Electric, ,365,70,55,55,80,60,45,2,As a result of storing too much electricity it developed patches where even downy wool won’t grow.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/180.png
181,Ampharos,Electric, ,510,90,75,85,115,90,55,2,The bright light on its tail can be seen far away. It has been treasured since ancient times as a beacon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/181.png
182,Bellossom,Grass, ,490,75,80,95,90,100,50,2,Due to the effects of the Sun Stone it is now active during the daytime. It likes to dance in pools of sunlight.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/182.png
183,Marill,Water,Fairy,250,70,20,50,20,50,40,2,The fur on its body naturally repels water. It can stay dry even when it plays in the water.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/183.png
184,Azumarill,Water,Fairy,420,100,50,80,60,80,50,2,Its long ears are superb sensors. It can distinguish the movements of things in water and tell what they are.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/184.png
185,Sudowoodo,Rock, ,410,70,100,115,30,65,30,2,Although it always pretends to be a tree its composition appears more similar to rock than to vegetation.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/185.png
186,Politoed,Water, ,500,90,75,75,90,100,70,2,If Poliwag and Poliwhirl hear its echoing cry they respond by gathering from far and wide.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/186.png
187,Hoppip,Grass,Flying,250,35,35,40,35,55,50,2,This Pokemon is blown across vast distances by the wind. It is unclear where the Hoppip of Paldea originally came from.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/187.png
188,Skiploom,Grass,Flying,340,55,45,50,45,65,80,2,Skiploom enthusiasts can apparently tell where a Skiploom was born by the scent drifting from the flower on the Pokemon’s head.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/188.png
189,Jumpluff,Grass,Flying,460,75,55,70,55,95,110,2,Jumpluff travels on seasonal winds. Once its cotton spores run out its journey ends as does its life.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/189.png
190,Aipom,Normal, ,360,55,70,55,40,55,85,2,It lives atop tall trees. When leaping from branch to branch it deftly uses its tail for balance.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/190.png
191,Sunkern,Grass, ,180,30,30,30,30,30,30,2,It suddenly falls out of the sky in the morning. Knowing it’s weak it simply feeds until it evolves.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/191.png
192,Sunflora,Grass, ,425,75,75,55,105,85,30,2,In the daytime it rushes about in a hectic manner but it comes to a complete stop when the sun sets.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/192.png
193,Yanma,Bug,Flying,390,65,65,45,75,45,95,2,As Yanma surveys its territory it periodically stops to hover in place by flapping its wings at high speeds.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/193.png
194,Wooper,Water,Ground,210,55,45,45,25,25,15,2,A transparent mucous membrane covers its body. Touching it bare-handed will cause a tingling numbness.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png
195,Quagsire,Water,Ground,430,95,85,85,65,65,35,2,This carefree Pokemon has an easygoing nature. While swimming it always bumps into boat hulls.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/195.png
196,Espeon,Psychic, ,525,65,65,60,130,95,110,2,The tip of its forked tail quivers when it is predicting its opponent’s next move.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/196.png
197,Umbreon,Dark, ,525,95,65,110,60,130,65,2,When exposed to the moon’s aura the rings on its body glow faintly and it gains a mysterious power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/197.png
198,Murkrow,Dark,Flying,405,60,85,42,85,42,91,2,Feared and loathed by many it is believed to bring misfortune to all those who see it at night.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/198.png
199,Slowking,Water,Psychic,490,95,75,80,100,110,30,2,When its head was bitten toxins entered Slowpoke’s head and unlocked an extraordinary power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png
200,Misdreavus,Ghost, ,435,60,60,60,85,85,85,2,This Pokemon startles people in the middle of the night. It gathers fear as its energy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/200.png
201,Unown,Psychic, ,336,48,72,48,72,48,48,2,This Pokemon is shaped like ancient writing. It is a mystery as to which came first the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/201.png
202,Wobbuffet,Psychic, ,405,190,33,58,33,58,33,2,It hates light and shock. If attacked it inflates its body to pump up its counterstrike.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/202.png
203,Girafarig,Normal,Psychic,455,70,80,65,90,65,85,2,Though very small the brain in its tail is still considered an important organ because it emits powerful psychic energy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/203.png
204,Pineco,Bug, ,290,50,65,90,35,35,15,2,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn’t bother it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/204.png
205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,It’s usually found hanging on to a fat tree trunk. It shoots out bits of its shell when it sees action.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/205.png
206,Dunsparce,Normal, ,415,100,70,70,65,65,45,2,It creates mazes in dark locations. When spotted it flees into the ground by digging with its tail.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/206.png
